filename,lines_of_code,number_of_commits,number_of_authors,filetype,date_of_first_commit,date_of_last_commit
./packages/ember-htmlbars/tests/integration/component_invocation_test.js,86,9,3,js,2014-11-21,2015-02-02
./packages/ember-htmlbars/tests/integration/with_view_test.js,183,11,5,js,2014-11-25,2015-02-02
./packages/ember-htmlbars/tests/integration/binding_integration_test.js,179,11,5,js,2014-11-26,2015-02-02
./packages/ember-htmlbars/tests/integration/tagless_views_rerender_test.js,65,5,4,js,2014-11-25,2015-02-02
./packages/ember-htmlbars/tests/integration/block_params_test.js,130,10,4,js,2014-11-22,2015-02-02
./packages/ember-htmlbars/tests/integration/select_in_template_test.js,287,9,5,js,2014-11-21,2015-02-02
./packages/ember-htmlbars/tests/hooks/element_test.js,76,2,1,js,2014-12-21,2015-02-02
./packages/ember-htmlbars/tests/hooks/text_node_test.js,51,10,6,js,2014-10-17,2015-02-02
./packages/ember-htmlbars/tests/hooks/component_test.js,58,11,4,js,2014-11-15,2015-02-02
./packages/ember-htmlbars/tests/htmlbars_test.js,19,9,5,js,2014-06-14,2015-02-02
./packages/ember-htmlbars/lib/helpers/input.js,209,5,3,js,2014-11-15,2014-11-30
./packages/ember-htmlbars/lib/helpers/if_unless.js,98,17,8,js,2014-10-17,2014-12-18
./packages/ember-htmlbars/lib/helpers/loc.js,53,6,3,js,2014-11-10,2014-11-30
./packages/ember-htmlbars/lib/helpers/collection.js,253,18,6,js,2014-11-16,2015-01-15
./packages/ember-htmlbars/lib/helpers/bind-attr.js,237,14,3,js,2014-11-11,2015-01-02
./packages/ember-htmlbars/lib/helpers/log.js,29,5,2,js,2014-11-10,2014-11-30
./packages/ember-htmlbars/lib/helpers/unbound.js,82,9,4,js,2014-11-12,2014-12-18
./packages/ember-htmlbars/lib/helpers/each.js,192,14,8,js,2014-11-16,2014-12-24
./packages/ember-htmlbars/lib/helpers/text_area.js,198,3,1,js,2014-11-16,2014-11-24
./packages/ember-htmlbars/lib/helpers/view.js,216,15,6,js,2014-10-17,2015-01-23
./packages/ember-htmlbars/lib/helpers/with.js,92,16,6,js,2014-10-17,2014-12-24
./packages/ember-htmlbars/lib/helpers/partial.js,65,10,4,js,2014-11-11,2015-01-03
./packages/ember-htmlbars/lib/helpers/yield.js,107,6,4,js,2014-10-17,2015-01-16
./packages/ember-htmlbars/lib/helpers/debugger.js,68,4,2,js,2014-11-10,2014-12-18
./packages/ember-htmlbars/lib/helpers/component.js,92,2,2,js,2014-12-30,2015-01-15
./packages/ember-htmlbars/lib/helpers/template.js,21,4,3,js,2014-11-11,2014-11-24
./packages/ember-htmlbars/lib/utils/string.js,63,4,2,js,2014-11-16,2014-12-06
./packages/ember-htmlbars/lib/compat.js,33,7,1,js,2014-11-20,2015-01-18
./packages/ember-htmlbars/lib/system/bootstrap.js,105,7,4,js,2014-11-21,2015-01-02
./packages/ember-htmlbars/lib/system/lookup-helper.js,63,9,4,js,2014-11-12,2014-12-18
./packages/ember-htmlbars/lib/system/render-view.js,53,3,3,js,2015-01-03,2015-02-02
./packages/ember-htmlbars/lib/system/make_bound_helper.js,96,7,3,js,2014-11-27,2014-12-23
./packages/ember-htmlbars/lib/system/helper.js,17,4,1,js,2014-11-18,2015-01-05
./packages/ember-htmlbars/lib/system/append-templated-view.js,38,2,2,js,2014-12-24,2015-01-31
./packages/ember-htmlbars/lib/system/merge-view-bindings.js,100,1,1,js,2014-12-24,2014-12-24
./packages/ember-htmlbars/lib/system/make-view-helper.js,29,5,2,js,2014-10-17,2014-11-24
./packages/ember-htmlbars/lib/env.js,39,4,3,js,2015-01-03,2015-02-02
./packages/ember-htmlbars/lib/helpers.js,40,9,2,js,2014-10-17,2015-01-26
./packages/ember-htmlbars/lib/compat/register-bound-helper.js,125,1,1,js,2014-11-18,2014-11-18
./packages/ember-htmlbars/lib/compat/make-bound-helper.js,129,12,3,js,2014-11-18,2014-12-23
./packages/ember-htmlbars/lib/compat/helper.js,100,13,3,js,2014-11-18,2015-01-24
./packages/ember-htmlbars/lib/compat/handlebars-get.js,22,2,1,js,2014-11-20,2014-11-24
./packages/ember-htmlbars/lib/hooks/concat.js,13,4,2,js,2014-12-04,2014-12-18
./packages/ember-htmlbars/lib/hooks/attribute.js,30,10,4,js,2014-11-22,2015-01-30
./packages/ember-htmlbars/lib/hooks/element.js,39,5,3,js,2014-11-22,2014-12-21
./packages/ember-htmlbars/lib/hooks/content.js,29,5,3,js,2014-11-22,2014-12-18
./packages/ember-htmlbars/lib/hooks/set.js,18,3,2,js,2014-11-22,2014-12-18
./packages/ember-htmlbars/lib/hooks/subexpr.js,18,4,3,js,2014-11-22,2014-12-18
./packages/ember-htmlbars/lib/hooks/inline.js,22,2,2,js,2014-12-18,2015-01-01
./packages/ember-htmlbars/lib/hooks/component.js,16,5,4,js,2014-11-22,2015-01-01
./packages/ember-htmlbars/lib/hooks/block.js,26,1,1,js,2014-12-18,2014-12-18
./packages/ember-htmlbars/lib/hooks/get.js,8,2,2,js,2014-11-30,2014-12-18
./packages/ember-htmlbars/lib/main.js,81,47,8,js,2014-06-14,2015-01-12
./packages/ember/tests/helpers/helper_registration_test.js,116,15,4,js,2013-09-03,2015-02-02
./packages/ember/tests/helpers/link_to_test.js,1836,111,40,js,2012-12-31,2015-02-02
./packages/ember/tests/global-api-test.js,12,3,1,js,2014-07-09,2015-02-02
./packages/ember/tests/component_registration_test.js,333,28,12,js,2013-06-21,2015-02-02
./packages/ember/tests/application_lifecycle.js,114,11,8,js,2013-05-20,2015-02-02
./packages/ember/tests/routing/basic_test.js,3436,177,52,js,2012-12-31,2015-02-02
./packages/ember/tests/routing/query_params_test.js,1625,62,19,js,2013-09-09,2015-02-02
./packages/ember/tests/routing/router_map_test.js,87,3,2,js,2014-12-19,2015-02-02
./packages/ember/tests/routing/substates_test.js,742,18,7,js,2013-10-20,2015-02-02
./packages/ember/tests/homepage_example_test.js,80,9,3,js,2013-04-10,2015-02-02
./packages/ember/lib/main.js,30,23,8,js,2011-12-12,2015-01-18
./packages/ember-metal/tests/is_empty_test.js,39,6,4,js,2014-05-20,2015-02-02
./packages/ember-metal/tests/binding/one_way_test.js,45,2,2,js,2015-01-06,2015-02-02
./packages/ember-metal/tests/binding/connect_test.js,120,34,15,js,2011-12-12,2015-02-02
./packages/ember-metal/tests/binding/sync_test.js,140,22,8,js,2011-12-12,2014-12-02
./packages/ember-metal/tests/core/inspect_test.js,54,7,5,js,2013-12-10,2015-02-02
./packages/ember-metal/tests/accessors/get_test.js,178,19,14,js,2011-12-12,2015-02-02
./packages/ember-metal/tests/accessors/get_properties_test.js,19,2,2,js,2015-01-06,2015-02-02
./packages/ember-metal/tests/accessors/set_path_test.js,120,3,2,js,2015-01-06,2015-02-02
./packages/ember-metal/tests/accessors/set_test.js,50,10,7,js,2011-12-12,2015-02-02
./packages/ember-metal/tests/accessors/get_path_test.js,113,3,2,js,2015-01-06,2015-02-02
./packages/ember-metal/tests/accessors/mandatory_setters_test.js,167,7,2,js,2014-10-25,2015-02-02
./packages/ember-metal/tests/accessors/normalize_tuple_test.js,103,3,2,js,2015-01-06,2015-02-02
./packages/ember-metal/tests/accessors/is_global_path_test.js,18,2,2,js,2015-01-06,2015-02-02
./packages/ember-metal/tests/performance_test.js,65,14,7,js,2011-12-12,2015-02-02
./packages/ember-metal/tests/props_helper.js,59,16,7,js,2011-12-12,2015-02-02
./packages/ember-metal/tests/utils/try_catch_finally_test.js,160,8,6,js,2012-12-22,2015-02-02
./packages/ember-metal/tests/utils/is_array_test.js,23,10,7,js,2013-03-07,2015-02-02
./packages/ember-metal/tests/utils/generate_guid_test.js,9,5,4,js,2013-09-27,2015-02-02
./packages/ember-metal/tests/utils/meta_test.js,90,24,13,js,2011-12-12,2015-02-02
./packages/ember-metal/tests/utils/guid_for_test.js,85,2,2,js,2015-01-06,2015-02-02
./packages/ember-metal/tests/utils/try_invoke_test.js,32,7,4,js,2012-06-20,2015-02-02
./packages/ember-metal/tests/utils/try_finally_test.js,94,8,6,js,2012-12-22,2015-02-02
./packages/ember-metal/tests/utils/can_invoke_test.js,32,5,4,js,2012-06-20,2015-02-02
./packages/ember-metal/tests/utils/type_of_test.js,33,9,6,js,2013-11-06,2015-02-02
./packages/ember-metal/tests/observer_test.js,1232,56,18,js,2011-12-12,2015-01-26
./packages/ember-metal/tests/keys_test.js,120,5,4,js,2014-08-01,2015-02-02
./packages/ember-metal/tests/mixin/alias_method_test.js,80,8,5,js,2013-01-08,2015-02-02
./packages/ember-metal/tests/mixin/detect_test.js,37,8,4,js,2011-12-12,2015-02-02
./packages/ember-metal/tests/mixin/observer_test.js,216,12,9,js,2011-12-12,2015-01-01
./packages/ember-metal/tests/mixin/merged_properties_test.js,168,3,3,js,2015-01-06,2015-02-02
./packages/ember-metal/tests/mixin/without_test.js,18,7,4,js,2011-12-12,2015-02-02
./packages/ember-metal/tests/mixin/required_test.js,55,10,5,js,2011-12-12,2015-02-02
./packages/ember-metal/tests/mixin/computed_test.js,142,9,7,js,2012-09-20,2015-02-02
./packages/ember-metal/tests/mixin/introspection_test.js,56,10,6,js,2011-12-12,2015-02-02
./packages/ember-metal/tests/mixin/reopen_test.js,49,11,6,js,2011-12-12,2015-02-02
./packages/ember-metal/tests/mixin/concatenated_properties_test.js,117,2,2,js,2015-01-06,2015-02-02
./packages/ember-metal/tests/mixin/apply_test.js,42,12,8,js,2011-12-12,2015-02-02
./packages/ember-metal/tests/mixin/method_test.js,215,13,7,js,2011-12-12,2015-02-02
./packages/ember-metal/tests/watching/watch_test.js,271,26,13,js,2011-12-12,2015-02-02
./packages/ember-metal/tests/watching/is_watching_test.js,81,2,2,js,2015-01-06,2015-02-02
./packages/ember-metal/tests/watching/unwatch_test.js,112,13,7,js,2011-12-12,2015-02-02
./packages/ember-metal/tests/is_none_test.js,19,3,1,js,2014-05-20,2015-02-02
./packages/ember-metal/tests/cache_test.js,52,2,2,js,2014-10-03,2015-02-02
./packages/ember-metal/tests/main_test.js,11,3,3,js,2014-10-12,2015-02-02
./packages/ember-metal/tests/is_blank_test.js,25,4,2,js,2014-05-20,2015-02-02
./packages/ember-metal/tests/events_test.js,284,21,9,js,2011-12-12,2015-02-02
./packages/ember-metal/tests/set_properties_test.js,26,4,3,js,2014-10-23,2015-02-02
./packages/ember-metal/tests/computed_test.js,1265,76,25,js,2011-12-12,2015-02-02
./packages/ember-metal/tests/properties_test.js,84,17,9,js,2011-12-12,2015-02-02
./packages/ember-metal/tests/run_loop/debounce_test.js,18,7,6,js,2013-06-04,2015-02-02
./packages/ember-metal/tests/run_loop/run_test.js,16,7,5,js,2011-12-12,2015-02-02
./packages/ember-metal/tests/run_loop/add_queue_test.js,27,4,3,js,2014-05-20,2015-02-02
./packages/ember-metal/tests/run_loop/next_test.js,49,12,9,js,2011-12-12,2014-12-07
./packages/ember-metal/tests/run_loop/schedule_test.js,79,19,10,js,2011-12-12,2015-02-02
./packages/ember-metal/tests/run_loop/once_test.js,60,12,7,js,2011-12-12,2015-02-02
./packages/ember-metal/tests/run_loop/run_bind_test.js,36,6,4,js,2014-01-03,2015-02-02
./packages/ember-metal/tests/run_loop/later_test.js,239,30,14,js,2011-12-12,2015-01-01
./packages/ember-metal/tests/run_loop/onerror_test.js,30,8,5,js,2012-01-05,2015-02-02
./packages/ember-metal/tests/run_loop/unwind_test.js,41,15,9,js,2011-12-16,2015-02-02
./packages/ember-metal/tests/run_loop/sync_test.js,35,16,9,js,2011-12-12,2015-02-02
./packages/ember-metal/tests/injected_property_test.js,62,3,2,js,2014-07-14,2015-02-02
./packages/ember-metal/tests/enumerable_utils_test.js,22,8,5,js,2012-10-26,2015-02-02
./packages/ember-metal/tests/platform/define_property_test.js,128,4,2,js,2015-01-06,2015-02-02
./packages/ember-metal/tests/platform/create_test.js,42,12,6,js,2011-12-12,2015-02-02
./packages/ember-metal/tests/instrumentation_test.js,215,9,6,js,2012-10-15,2015-02-02
./packages/ember-metal/tests/features_test.js,54,8,5,js,2013-10-22,2015-02-02
./packages/ember-metal/tests/libraries_test.js,93,8,6,js,2013-09-06,2015-02-02
./packages/ember-metal/tests/chains_test.js,17,6,4,js,2014-01-10,2015-02-02
./packages/ember-metal/tests/is_present_test.js,26,6,4,js,2014-07-09,2015-02-02
./packages/ember-metal/tests/expand_properties_test.js,75,4,4,js,2014-07-13,2015-02-02
./packages/ember-metal/tests/alias_test.js,65,6,4,js,2014-07-10,2015-02-02
./packages/ember-metal/tests/error_test.js,9,6,3,js,2013-10-15,2015-02-02
./packages/ember-metal/tests/streams/stream_binding_test.js,148,5,2,js,2014-08-29,2015-02-02
./packages/ember-metal/tests/streams/simple_stream_test.js,39,3,2,js,2014-10-14,2015-02-02
./packages/ember-metal/tests/map_test.js,583,21,8,js,2012-06-21,2015-02-02
./packages/ember-metal/lib/deprecate_property.js,43,4,3,js,2014-09-14,2015-01-26
./packages/ember-metal/lib/is_present.js,28,3,3,js,2014-07-09,2015-01-15
./packages/ember-metal/lib/property_events.js,306,21,12,js,2013-03-31,2015-01-31
./packages/ember-metal/lib/run_loop.js,632,104,44,js,2011-12-12,2015-01-15
./packages/ember-metal/lib/injected_property.js,50,6,4,js,2014-07-14,2015-01-31
./packages/ember-metal/lib/property_set.js,156,28,14,js,2013-03-31,2015-01-31
./packages/ember-metal/lib/array.js,135,40,14,js,2011-12-12,2015-01-01
./packages/ember-metal/lib/properties.js,163,66,18,js,2011-12-12,2015-01-31
./packages/ember-metal/lib/merge.js,34,4,3,js,2014-05-20,2014-12-24
./packages/ember-metal/lib/dependent_keys.js,91,8,4,js,2014-07-09,2015-01-26
./packages/ember-metal/lib/instrumentation.js,226,21,12,js,2012-10-15,2014-12-23
./packages/ember-metal/lib/binding.js,496,67,22,js,2011-12-12,2014-11-05
./packages/ember-metal/lib/watch_path.js,46,9,4,js,2013-03-31,2014-09-23
./packages/ember-metal/lib/watch_key.js,106,26,10,js,2013-03-31,2015-01-31
./packages/ember-metal/lib/enumerable_utils.js,237,12,9,js,2012-10-26,2014-10-14
./packages/ember-metal/lib/keys.js,60,12,5,js,2014-08-01,2015-01-26
./packages/ember-metal/lib/error.js,42,7,4,js,2013-10-15,2015-01-26
./packages/ember-metal/lib/chains.js,396,24,9,js,2013-03-31,2015-01-31
./packages/ember-metal/lib/get_properties.js,39,7,7,js,2013-08-26,2014-12-30
./packages/ember-metal/lib/dictionary.js,13,4,3,js,2014-07-18,2015-01-26
./packages/ember-metal/lib/alias.js,84,9,6,js,2014-07-10,2015-01-31
./packages/ember-metal/lib/libraries.js,70,6,6,js,2013-09-06,2014-10-12
./packages/ember-metal/lib/core.js,210,117,33,js,2011-12-12,2015-02-02
./packages/ember-metal/lib/property_get.js,182,32,15,js,2013-03-31,2015-01-31
./packages/ember-metal/lib/is_none.js,24,2,1,js,2014-05-20,2014-11-01
./packages/ember-metal/lib/mixin.js,946,161,42,js,2011-12-12,2015-01-31
./packages/ember-metal/lib/is_blank.js,28,2,2,js,2014-05-20,2014-08-23
./packages/ember-metal/lib/observer_set.js,67,6,4,js,2013-03-31,2014-08-13
./packages/ember-metal/lib/events.js,422,65,19,js,2011-12-12,2015-01-26
./packages/ember-metal/lib/is_empty.js,60,7,6,js,2014-05-20,2014-11-25
./packages/ember-metal/lib/logger.js,149,11,9,js,2013-10-15,2014-11-08
./packages/ember-metal/lib/computed_macros.js,715,21,14,js,2014-07-09,2015-01-25
./packages/ember-metal/lib/environment.js,42,3,2,js,2014-12-15,2015-01-15
./packages/ember-metal/lib/set_properties.js,38,10,8,js,2013-03-31,2014-10-23
./packages/ember-metal/lib/platform/define_properties.js,20,1,1,js,2014-10-27,2014-10-27
./packages/ember-metal/lib/platform/create.js,102,6,4,js,2014-10-27,2015-01-31
./packages/ember-metal/lib/platform/define_property.js,137,4,2,js,2014-10-27,2015-01-26
./packages/ember-metal/lib/expand_properties.js,73,13,7,js,2013-10-05,2015-01-26
./packages/ember-metal/lib/computed.js,638,161,48,js,2011-12-12,2015-01-31
./packages/ember-metal/lib/map.js,509,42,17,js,2012-06-02,2015-01-26
./packages/ember-metal/lib/cache.js,52,3,3,js,2014-07-24,2014-10-03
./packages/ember-metal/lib/utils.js,978,118,42,js,2011-12-12,2015-01-31
./packages/ember-metal/lib/watching.js,112,85,15,js,2011-12-12,2014-12-23
./packages/ember-metal/lib/path_cache.js,59,3,3,js,2014-07-24,2014-12-20
./packages/ember-metal/lib/main.js,432,35,17,js,2011-12-12,2015-02-02
./packages/ember-metal/lib/streams/stream.js,153,9,3,js,2014-08-29,2015-01-26
./packages/ember-metal/lib/streams/stream_binding.js,77,5,2,js,2014-08-29,2015-01-26
./packages/ember-metal/lib/streams/utils.js,231,8,7,js,2014-11-27,2015-01-15
./packages/ember-metal/lib/streams/conditional.js,53,2,2,js,2014-12-19,2015-01-26
./packages/ember-metal/lib/streams/simple.js,63,6,2,js,2014-08-29,2015-01-26
./packages/ember-metal/lib/observer.js,116,43,12,js,2011-12-12,2014-11-24
./packages/ember-application/tests/system/initializers_test.js,346,21,16,js,2012-12-28,2015-02-02
./packages/ember-application/tests/system/dependency_injection/to_string_test.js,66,11,9,js,2013-08-27,2015-02-02
./packages/ember-application/tests/system/dependency_injection/normalization_test.js,44,7,6,js,2013-07-04,2015-02-02
./packages/ember-application/tests/system/dependency_injection/custom_resolver_test.js,36,10,7,js,2013-07-04,2015-02-02
./packages/ember-application/tests/system/dependency_injection/default_resolver_test.js,182,25,12,js,2013-07-04,2015-02-02
./packages/ember-application/tests/system/instance_initializers_test.js,348,4,3,js,2015-01-21,2015-02-02
./packages/ember-application/tests/system/logging_test.js,235,16,8,js,2013-05-18,2015-02-02
./packages/ember-application/tests/system/readiness_test.js,131,19,8,js,2012-08-16,2015-02-02
./packages/ember-application/tests/system/dependency_injection_test.js,76,16,11,js,2013-07-04,2015-02-02
./packages/ember-application/tests/system/visit_test.js,85,2,1,js,2015-01-29,2015-01-29
./packages/ember-application/tests/system/controller_test.js,161,26,11,js,2013-01-27,2015-02-02
./packages/ember-application/tests/system/application_test.js,304,90,28,js,2012-05-16,2015-02-02
./packages/ember-application/tests/system/reset_test.js,283,32,13,js,2013-02-09,2015-02-02
./packages/ember-application/lib/system/resolver.js,402,36,15,js,2013-03-17,2015-02-01
./packages/ember-application/lib/system/application.js,1145,267,68,js,2012-05-16,2015-02-01
./packages/ember-application/lib/system/application-instance.js,191,7,3,js,2015-01-21,2015-01-29
./packages/ember-application/lib/ext/controller.js,179,41,16,js,2013-01-27,2015-01-31
./packages/ember-application/lib/main.js,23,15,9,js,2012-05-16,2014-10-01
./config/s3ProjectConfig.js,51,9,4,js,2014-07-28,2014-12-23
./features.json,31,149,41,json,2013-10-22,2015-01-29
./bower.json,15,45,18,json,2014-04-16,2015-02-02
./yuidoc.json,24,3,3,json,2014-10-23,2014-12-30
./package.json,30,105,25,json,2011-05-17,2015-02-02
./config/package_manager_files/component.json,12,6,4,json,2014-06-17,2014-12-29
./config/package_manager_files/composer.json,28,6,4,json,2014-06-17,2014-12-29
./config/package_manager_files/bower.json,10,5,3,json,2014-06-17,2014-12-29
./config/package_manager_files/package.json,12,5,3,json,2014-06-17,2014-12-29
./packages/ember-htmlbars/lib/templates/component.hbs,0,1,1,hbs,2014-12-10,2014-12-10
./packages/ember-htmlbars/lib/templates/select.hbs,1,2,2,hbs,2014-11-19,2014-11-26
./packages/ember-htmlbars/lib/templates/empty.hbs,0,1,1,hbs,2014-12-21,2014-12-21
./lib/ember/source.rb,9,2,2,rb,2013-02-20,2013-05-02
./lib/ember/version.rb,11,6,4,rb,2013-04-21,2013-10-17
./scripts/list_file_sizes.rb,43,1,1,rb,2012-04-21,2012-04-21
./tests/index.html,146,89,16,html,2011-12-09,2015-02-02
